"Domain.Code","Domain","Area.Code","Area","Element.Code","Element","Item.Code","Item","Year.Code","Year","Unit","Value","Flag","Flag.Description"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1993,1993,"m3",32400000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1994,1994,"m3",32480000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1995,1995,"m3",31460000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1996,1996,"m3",31960000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1997,1997,"m3",31497000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1998,1998,"m3",32150000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",1999,1999,"m3",34223000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2000,2000,"m3",34471000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2001,2001,"m3",35403000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2002,2002,"m3",34938500,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2003,2003,"m3",37953500,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2004,2004,"m3",37560000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2005,2005,"m3",38286000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2006,2006,"m3",38286000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2007,2007,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2008,2008,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2009,2009,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2010,2010,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2011,2011,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2012,2012,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2013,2013,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2014,2014,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2015,2015,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2016,2016,"m3",38286000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5516,"Production",1628,"Wood fuel, non-coniferous (production)",2017,2017,"m3",38286000,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1629,"Wood fuel, all species (export/import)",2014,2014,"m3",15,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1629,"Wood fuel, all species (export/import)",2015,2015,"m3",15,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1629,"Wood fuel, all species (export/import)",2016,2016,"m3",1009,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1629,"Wood fuel, all species (export/import)",2017,2017,"m3",1009,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1629,"Wood fuel, all species (export/import)",2014,2014,"1000 US$",9,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1629,"Wood fuel, all species (export/import)",2015,2015,"1000 US$",9,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1629,"Wood fuel, all species (export/import)",2016,2016,"1000 US$",442,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1629,"Wood fuel, all species (export/import)",2017,2017,"1000 US$",442,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1992,1992,"m3",94,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1993,1993,"m3",1300,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1994,1994,"m3",1300,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1995,1995,"m3",1500,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1996,1996,"m3",300,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1997,1997,"m3",300,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1998,1998,"m3",300,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",1999,1999,"m3",0,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2000,2000,"m3",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2001,2001,"m3",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2002,2002,"m3",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2003,2003,"m3",19,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2004,2004,"m3",19,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2005,2005,"m3",19,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2006,2006,"m3",19,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2007,2007,"m3",19,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2008,2008,"m3",19,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2009,2009,"m3",19,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2010,2010,"m3",19,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2011,2011,"m3",1303,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2012,2012,"m3",46,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2013,2013,"m3",46,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2014,2014,"m3",4642,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2015,2015,"m3",4678,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2016,2016,"m3",71,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1629,"Wood fuel, all species (export/import)",2017,2017,"m3",71,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1992,1992,"1000 US$",10,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1993,1993,"1000 US$",139,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1994,1994,"1000 US$",139,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1995,1995,"1000 US$",180,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1996,1996,"1000 US$",31,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1997,1997,"1000 US$",32,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1998,1998,"1000 US$",32,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",1999,1999,"1000 US$",0,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2000,2000,"1000 US$",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2001,2001,"1000 US$",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2002,2002,"1000 US$",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2003,2003,"1000 US$",6,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2004,2004,"1000 US$",6,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2005,2005,"1000 US$",6,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2006,2006,"1000 US$",6,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2007,2007,"1000 US$",6,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2008,2008,"1000 US$",6,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2009,2009,"1000 US$",6,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2010,2010,"1000 US$",6,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2011,2011,"1000 US$",1172,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2012,2012,"1000 US$",75,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2013,2013,"1000 US$",75,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2014,2014,"1000 US$",91,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2015,2015,"1000 US$",92,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2016,2016,"1000 US$",47,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1629,"Wood fuel, all species (export/import)",2017,2017,"1000 US$",47,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2011,2011,"m3",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2012,2012,"m3",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2013,2013,"m3",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2014,2014,"m3",196,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2015,2015,"m3",222,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2016,2016,"m3",222,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5616,"Import Quantity",1651,"Industrial roundwood, coniferous (export/import)",2017,2017,"m3",222,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2011,2011,"1000 US$",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2012,2012,"1000 US$",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2013,2013,"1000 US$",0,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2014,2014,"1000 US$",38,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2015,2015,"1000 US$",14,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2016,2016,"1000 US$",14,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5622,"Import Value",1651,"Industrial roundwood, coniferous (export/import)",2017,2017,"1000 US$",14,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1990,1990,"m3",4378,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1991,1991,"m3",156903,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1992,1992,"m3",153654,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1993,1993,"m3",238682,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1994,1994,"m3",268100,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1995,1995,"m3",211400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1996,1996,"m3",85400,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1997,1997,"m3",25000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1998,1998,"m3",17000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",1999,1999,"m3",22000,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2000,2000,"m3",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2001,2001,"m3",0,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2002,2002,"m3",80198,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2003,2003,"m3",75083,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2004,2004,"m3",127050,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2005,2005,"m3",84099,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2006,2006,"m3",106000,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2007,2007,"m3",166291,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2008,2008,"m3",33324,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2009,2009,"m3",29809,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2010,2010,"m3",78473,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2011,2011,"m3",50670,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2012,2012,"m3",40330,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2013,2013,"m3",33738,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2014,2014,"m3",30676,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2015,2015,"m3",11692,"*","Unofficial figure"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2016,2016,"m3",11692,"F","FAO estimate"
"FO","Forestry Production and Trade",28,"Myanmar",5916,"Export Quantity",1651,"Industrial roundwood, coniferous (export/import)",2017,2017,"m3",11692,"Fp","Previous year"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1990,1990,"1000 US$",542,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1991,1991,"1000 US$",6414,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1992,1992,"1000 US$",6213,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1993,1993,"1000 US$",13677,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1994,1994,"1000 US$",12726,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1995,1995,"1000 US$",9085,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1996,1996,"1000 US$",4797,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1997,1997,"1000 US$",1378,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1998,1998,"1000 US$",1149,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",1999,1999,"1000 US$",1280,"","Official data"
"FO","Forestry Production and Trade",28,"Myanmar",5922,"Export Value",1651,"Industrial roundwood, coniferous (export/import)",2000,2000,"1000 US$",0,"F","FAO estimate"
